/app/Repos/pandas/scripts/bench_join.py,41,49,do_outer_join,None,[a:Any;b:Any;av:Any;bv:Any],/app/Repos/pandas/scripts/bench_join.py,49,56,do_inner_join,None,[a:Any;b:Any;av:Any;bv:Any],76
/app/Repos/pandas/pandas/tests/test_strings.py,455,543,test_extract,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,760,774,test_pipe_failures,None,[self:Any],10,72
/app/Repos/pandas/pandas/tests/test_strings.py,395,422,test_deprecated_match,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,422,455,test_match,None,[self:Any],61,87
/app/Repos/pandas/pandas/computation/pytables.py,88,133,prune,None,[self:Any;klass:Any],/app/Repos/pandas/pandas/computation/pytables.py,90,120,pr,None,[left:Any;right:Any],100
/app/Repos/pandas/pandas/tests/test_strings.py,861,876,test_strip_lstrip_rstrip_args,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,876,892,test_strip_lstrip_rstrip_args_unicode,None,[self:Any],53,97
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,391,407,test_series_pad_backfill_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,508,529,test_sparse_frame_pad_backfill_limit,None,[self:Any],28,85
/app/Repos/pandas/pandas/tests/test_strings.py,1024,1034,test_encode_decode,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,1034,1056,test_encode_decode_errors,None,[self:Any],16,71
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,391,407,test_series_pad_backfill_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,425,441,test_frame_pad_backfill_limit,None,[self:Any],28,85
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,407,425,test_series_fillna_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,508,529,test_sparse_frame_pad_backfill_limit,None,[self:Any],13,76
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,407,425,test_series_fillna_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,425,441,test_frame_pad_backfill_limit,None,[self:Any],13,77
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2029,2039,test_union_bug_1745,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2039,2048,test_union_bug_4564,None,[self:Any],56,75
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,391,407,test_series_pad_backfill_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,469,489,test_sparse_series_fillna_limit,None,[self:Any],22,82
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,425,441,test_frame_pad_backfill_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,508,529,test_sparse_frame_pad_backfill_limit,None,[self:Any],48,92
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,670,681,test_reindex_series_add_nat,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,681,692,test_reindex_frame_add_nat,None,[self:Any],43,87
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,407,425,test_series_fillna_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,469,489,test_sparse_series_fillna_limit,None,[self:Any],21,79
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,560,568,test_frame_ctor_datetime64_column,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,681,692,test_reindex_frame_add_nat,None,[self:Any],20,75
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,441,459,test_frame_fillna_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,508,529,test_sparse_frame_pad_backfill_limit,None,[self:Any],34,85
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,904,916,test_nat_vector_field_access,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,916,926,test_nat_scalar_field_access,None,[self:Any],50,71
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,469,489,test_sparse_series_fillna_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,508,529,test_sparse_frame_pad_backfill_limit,None,[self:Any],14,73
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2841,2862,test_partial_slice,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2871,2885,test_partial_slice_hourly,None,[self:Any],22,70
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2862,2871,test_partial_slice_daily,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2871,2885,test_partial_slice_hourly,None,[self:Any],28,83
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,489,508,test_sparse_series_pad_backfill_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,508,529,test_sparse_frame_pad_backfill_limit,None,[self:Any],37,85
/app/Repos/pandas/pandas/tests/test_strings.py,543,564,test_join,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,895,921,test_get,None,[self:Any],52,82
/app/Repos/pandas/pandas/tests/test_strings.py,703,735,test_split,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,895,921,test_get,None,[self:Any],31,76
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,391,407,test_series_pad_backfill_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,407,425,test_series_fillna_limit,None,[self:Any],77
/app/Repos/pandas/pandas/tseries/tests/test_tslib.py,91,120,test_parsing_valid_dates,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_tslib.py,130,170,test_coercing_dates_outside_of_datetime64_ns_bounds,None,[self:Any],18,72
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2841,2862,test_partial_slice,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2885,2899,test_partial_slice_minutely,None,[self:Any],22,70
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,1450,1458,test_to_period_millisecond,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,1458,1466,test_to_period_microsecond,None,[self:Any],42,80
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2871,2885,test_partial_slice_hourly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2885,2899,test_partial_slice_minutely,None,[self:Any],42,83
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2862,2871,test_partial_slice_daily,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2885,2899,test_partial_slice_minutely,None,[self:Any],28,83
/app/Repos/pandas/pandas/sparse/tests/test_array.py,115,170,test_binary_operators,None,[self:Any],/app/Repos/pandas/pandas/sparse/tests/test_array.py,129,156,_check_op,None,[op:Any;first:Any;second:Any],100
/app/Repos/pandas/pandas/tseries/tests/test_tslib.py,91,120,test_parsing_valid_dates,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_tslib.py,170,193,test_coerce_of_invalid_datetimes,None,[self:Any],20,72
/app/Repos/pandas/pandas/tseries/tests/test_tslib.py,130,170,test_coercing_dates_outside_of_datetime64_ns_bounds,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_tslib.py,170,193,test_coerce_of_invalid_datetimes,None,[self:Any],30,72
/app/Repos/pandas/pandas/core/groupby.py,113,127,_first_compat,None,[x:Any;axis:Any],/app/Repos/pandas/pandas/core/groupby.py,127,141,_last_compat,None,[x:Any;axis:Any],47,87
/app/Repos/pandas/pandas/core/groupby.py,443,457,mean,None,[self:Any],/app/Repos/pandas/pandas/core/groupby.py,457,475,median,None,[self:Any],18,80
/app/Repos/pandas/pandas/core/groupby.py,859,888,apply,None,[self:Any;f:Any;data:Any;axis:Any],/app/Repos/pandas/pandas/core/groupby.py,1300,1319,apply,None,[self:Any;f:Any;data:Any;axis:Any],38,77
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2280,2296,test_fancy_getitem,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2296,2308,test_fancy_setitem,None,[self:Any],39,76
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,1218,1260,test_at_time,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,1260,1290,test_at_time_frame,None,[self:Any],62,92
/app/Repos/pandas/pandas/tseries/tests/test_period.py,413,426,test_properties_minutely,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,426,441,test_properties_secondly,None,[self:Any],21,80
/app/Repos/pandas/pandas/tseries/tests/test_period.py,400,413,test_properties_hourly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,426,441,test_properties_secondly,None,[self:Any],10,76
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,1431,1444,test_to_period,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,1497,1525,test_frame_to_period,None,[self:Any],25,75
/app/Repos/pandas/pandas/core/groupby.py,2501,2524,_wrap_aggregated_output,None,[self:Any;output:Any;names:Any],/app/Repos/pandas/pandas/core/groupby.py,2524,2564,_wrap_agged_blocks,None,[self:Any;blocks:Any],42,71
/app/Repos/pandas/pandas/tseries/tests/test_period.py,51,61,test_period_cons_quarterly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,61,70,test_period_cons_annual,None,[self:Any],30,79
/app/Repos/pandas/pandas/tseries/tests/test_period.py,299,330,test_end_time,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,330,338,test_anchor_week_end_time,None,[self:Any],30,81
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,361,380,test_index_convert_to_datetime_array,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,364,372,_check_rng,None,[rng:Any],100
/app/Repos/pandas/pandas/core/groupby.py,475,488,std,None,[self:Any;ddof:Any],/app/Repos/pandas/pandas/core/groupby.py,488,500,var,None,[self:Any;ddof:Any],23,84
/app/Repos/pandas/pandas/core/groupby.py,832,846,get_iterator,None,[self:Any;data:Any;axis:Any],/app/Repos/pandas/pandas/core/groupby.py,859,888,apply,None,[self:Any;f:Any;data:Any;axis:Any],17,81
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,391,407,test_series_pad_backfill_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,489,508,test_sparse_series_pad_backfill_limit,None,[self:Any],67,98
/app/Repos/pandas/pandas/tseries/tests/test_period.py,500,569,test_conv_annual,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,631,678,test_conv_monthly,None,[self:Any],17,73
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2579,2643,test_unit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2580,2596,check,None,[val:Any;unit:Any;h:Any;s:Any;us:Any],100
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,407,425,test_series_fillna_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,489,508,test_sparse_series_pad_backfill_limit,None,[self:Any],46,88
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,425,441,test_frame_pad_backfill_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,489,508,test_sparse_series_pad_backfill_limit,None,[self:Any],26,79
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2822,2831,test_slice_quarter,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2831,2841,test_slice_month,None,[self:Any],60,84
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,441,459,test_frame_fillna_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,489,508,test_sparse_series_pad_backfill_limit,None,[self:Any],14,72
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,469,489,test_sparse_series_fillna_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,489,508,test_sparse_series_pad_backfill_limit,None,[self:Any],41,82
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,560,568,test_frame_ctor_datetime64_column,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,644,652,test_series_ctor_datetime64,None,[self:Any],38,84
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,568,576,test_frame_add_datetime64_column,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,644,652,test_series_ctor_datetime64,None,[self:Any],14,72
/app/Repos/pandas/pandas/tseries/tests/test_period.py,569,631,test_conv_quarterly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,631,678,test_conv_monthly,None,[self:Any],17,74
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,1158,1178,test_first_subset,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,1178,1198,test_last_subset,None,[self:Any],46,86
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,1211,1218,test_repeat,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2997,3019,test_setops_preserve_freq,None,[self:Any],10,70
/app/Repos/pandas/pandas/core/groupby.py,1768,1794,_wrap_applied_output,None,[self:Any;keys:Any;values:Any;not_indexed_same:Any],/app/Repos/pandas/pandas/core/groupby.py,1772,1779,_get_index,None,[],100
/app/Repos/pandas/pandas/tseries/tests/test_tslib.py,261,268,test_period_ordinal_week,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_tslib.py,268,282,test_period_ordinal_business_day,None,[self:Any],28,77
/app/Repos/pandas/pandas/tseries/tests/test_period.py,631,678,test_conv_monthly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,787,834,test_conv_business,None,[self:Any],17,70
/app/Repos/pandas/pandas/core/groupby.py,301,345,_make_wrapper,None,[self:Any;name:Any],/app/Repos/pandas/pandas/core/groupby.py,316,343,wrapper,None,[*args:Any;**kwargs:Any],100
/app/Repos/pandas/pandas/computation/pytables.py,233,274,evaluate,None,[self:Any],/app/Repos/pandas/pandas/computation/pytables.py,307,339,evaluate,None,[self:Any],29,72
/app/Repos/pandas/pandas/tseries/offsets.py,1204,1250,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1205,1221,_increment,None,[date:Any],100
/app/Repos/pandas/pandas/io/parsers.py,1341,1405,_make_reader,None,[self:Any;f:Any],/app/Repos/pandas/pandas/io/parsers.py,1395,1401,_read,None,[],100
/app/Repos/pandas/pandas/tseries/tests/test_period.py,678,787,test_conv_weekly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,787,834,test_conv_business,None,[self:Any],19,75
/app/Repos/pandas/pandas/tseries/tests/test_period.py,631,678,test_conv_monthly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,834,911,test_conv_daily,None,[self:Any],15,73
/app/Repos/pandas/pandas/core/groupby.py,1989,2062,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/groupby.py,2611,2631,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any],50,95
/app/Repos/pandas/pandas/core/groupby.py,1041,1078,_get_aggregate_function,None,[self:Any;how:Any;values:Any],/app/Repos/pandas/pandas/core/groupby.py,1045,1054,get_func,None,[fname:Any],100
/app/Repos/pandas/pandas/core/groupby.py,1136,1154,_aggregate,None,[self:Any;result:Any;counts:Any;values:Any;how:Any;is_numeric:Any],/app/Repos/pandas/pandas/core/groupby.py,1360,1376,_aggregate,None,[self:Any;result:Any;counts:Any;values:Any;how:Any;is_numeric:Any],57,91
/app/Repos/pandas/pandas/tseries/tests/test_period.py,1490,1570,test_constructor,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,1683,1760,test_period_index_unicode,None,[self:Any],64,77
/app/Repos/pandas/pandas/tseries/offsets.py,1204,1250,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1260,1297,apply,None,[self:Any;other:Any],67,90
/app/Repos/pandas/pandas/tseries/offsets.py,1221,1228,_decrement,None,[date:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1260,1297,apply,None,[self:Any;other:Any],37,77
/app/Repos/pandas/pandas/tseries/tests/test_period.py,500,569,test_conv_annual,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,569,631,test_conv_quarterly,None,[self:Any],14,73
/app/Repos/pandas/pandas/tseries/tests/test_period.py,787,834,test_conv_business,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,834,911,test_conv_daily,None,[self:Any],19,75
/app/Repos/pandas/pandas/tseries/offsets.py,781,800,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,860,878,apply,None,[self:Any;other:Any],100
/app/Repos/pandas/pandas/tseries/offsets.py,576,585,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1007,1037,apply,None,[self:Any;other:Any],13,81
/app/Repos/pandas/pandas/tseries/offsets.py,623,642,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1007,1037,apply,None,[self:Any;other:Any],28,81
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,1652,1675,test_append_concat_tz,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timezones.py,470,477,test_string_index_alias_tz_aware,None,[self:Any],21,77
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,1626,1652,test_append_concat,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timezones.py,470,477,test_string_index_alias_tz_aware,None,[self:Any],13,70
/app/Repos/pandas/pandas/tseries/offsets.py,350,381,_offset_str,None,[self:Any],/app/Repos/pandas/pandas/tseries/offsets.py,351,371,get_str,None,[td:Any],100
/app/Repos/pandas/pandas/io/parsers.py,936,1016,__init__,None,[self:Any;src:Any;**kwds:Any],/app/Repos/pandas/pandas/io/parsers.py,1117,1127,_get_index_names,None,[self:Any],17,72
/app/Repos/pandas/pandas/tseries/offsets.py,1260,1297,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1261,1268,_increment,None,[date:Any],100
/app/Repos/pandas/pandas/tseries/offsets.py,1204,1250,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1261,1268,_increment,None,[date:Any],47,96
/app/Repos/pandas/pandas/tseries/offsets.py,1221,1228,_decrement,None,[date:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1261,1268,_increment,None,[date:Any],43,92
/app/Repos/pandas/pandas/tseries/offsets.py,1205,1221,_increment,None,[date:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1261,1268,_increment,None,[date:Any],30,92
/app/Repos/pandas/pandas/tseries/tests/test_period.py,1966,1983,test_union,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,1983,2000,test_intersection,None,[self:Any],38,79
/app/Repos/pandas/pandas/tseries/offsets.py,576,585,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,623,642,apply,None,[self:Any;other:Any],34,88
/app/Repos/pandas/pandas/tseries/offsets.py,576,585,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1087,1107,apply,None,[self:Any;other:Any],17,88
/app/Repos/pandas/pandas/tseries/offsets.py,953,976,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1087,1107,apply,None,[self:Any;other:Any],17,72
/app/Repos/pandas/pandas/tseries/offsets.py,1007,1037,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1087,1107,apply,None,[self:Any;other:Any],62,93
/app/Repos/pandas/pandas/tseries/offsets.py,1056,1073,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1087,1107,apply,None,[self:Any;other:Any],37,78
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2229,2234,setUp,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_resample.py,38,44,setUp,None,[self:Any],80
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2229,2234,setUp,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_resample.py,44,85,test_custom_grouper,None,[self:Any],30,83
/app/Repos/pandas/pandas/tseries/tests/test_period.py,1841,1848,test_to_period_quarterlyish,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,1855,1862,test_to_period_monthish,None,[self:Any],63,80
/app/Repos/pandas/pandas/tseries/tests/test_period.py,1848,1855,test_to_period_annualish,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,1855,1862,test_to_period_monthish,None,[self:Any],63,80
/app/Repos/pandas/pandas/core/ops.py,510,582,_comp_method_SERIES,None,[op:Any;name:Any;str_rep:Any;masker:Any],/app/Repos/pandas/pandas/core/ops.py,538,579,wrapper,None,[self:Any;other:Any],100
/app/Repos/pandas/pandas/core/ops.py,434,510,_arith_method_SERIES,None,[op:Any;name:Any;str_rep:Any;fill_zeros:Any;default_axis:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,460,507,wrapper,None,[left:Any;right:Any;name:Any],100
/app/Repos/pandas/pandas/core/ops.py,434,510,_arith_method_SERIES,None,[op:Any;name:Any;str_rep:Any;fill_zeros:Any;default_axis:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,728,752,na_op,None,[x:Any;y:Any],38,75
/app/Repos/pandas/pandas/tseries/offsets.py,576,585,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1380,1431,apply,None,[self:Any;other:Any],13,70
/app/Repos/pandas/pandas/core/ops.py,440,460,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,728,752,na_op,None,[x:Any;y:Any],43,85
/app/Repos/pandas/pandas/core/ops.py,726,797,_arith_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,728,752,na_op,None,[x:Any;y:Any],100
/app/Repos/pandas/pandas/tseries/tests/test_period.py,1936,1954,test_align_series,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,1954,1966,test_align_frame,None,[self:Any],34,82
/app/Repos/pandas/pandas/core/ops.py,434,510,_arith_method_SERIES,None,[op:Any;name:Any;str_rep:Any;fill_zeros:Any;default_axis:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,900,916,na_op,None,[x:Any;y:Any],91
/app/Repos/pandas/pandas/core/ops.py,440,460,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,900,916,na_op,None,[x:Any;y:Any],91
/app/Repos/pandas/pandas/tests/test_internals.py,424,490,test_convert,None,[self:Any],/app/Repos/pandas/pandas/tests/test_internals.py,459,468,_check,None,[new_mgr:Any;block_type:Any;citems:Any],100
/app/Repos/pandas/pandas/core/ops.py,726,797,_arith_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,900,916,na_op,None,[x:Any;y:Any],47,88
/app/Repos/pandas/pandas/core/ops.py,728,752,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,900,916,na_op,None,[x:Any;y:Any],47,88
/app/Repos/pandas/pandas/core/ops.py,896,927,_arith_method_PANEL,None,[op:Any;name:Any;str_rep:Any;fill_zeros:Any;default_axis:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,900,916,na_op,None,[x:Any;y:Any],100
/app/Repos/pandas/pandas/tests/test_strings.py,216,244,test_startswith,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,244,272,test_endswith,None,[self:Any],62,90
/app/Repos/pandas/pandas/tests/test_expressions.py,255,286,test_binary_ops,None,[self:Any],/app/Repos/pandas/pandas/tests/test_expressions.py,286,320,test_boolean_ops,None,[self:Any],38,70
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2229,2234,setUp,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_resample.py,217,233,test_resample_upsample,None,[self:Any],50,83
/app/Repos/pandas/pandas/tests/test_strings.py,54,67,test_iter_empty,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,96,108,test_iter_object_try_string,None,[self:Any],47,81
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2229,2234,setUp,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_resample.py,299,310,test_resample_reresample,None,[self:Any],50,83
/app/Repos/pandas/pandas/tests/test_strings.py,361,395,test_repeat,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,774,800,test_slice,None,[self:Any],18,74
/app/Repos/pandas/pandas/tests/test_strings.py,703,735,test_split,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,774,800,test_slice,None,[self:Any],25,70
/app/Repos/pandas/pandas/tests/test_strings.py,614,676,test_pad,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,774,800,test_slice,None,[self:Any],16,71
/app/Repos/pandas/pandas/tests/test_strings.py,676,703,test_center,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,774,800,test_slice,None,[self:Any],16,71
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,391,407,test_series_pad_backfill_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,529,552,test_sparse_frame_fillna_limit,None,[self:Any],16,85
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,407,425,test_series_fillna_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,529,552,test_sparse_frame_fillna_limit,None,[self:Any],25,85
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,425,441,test_frame_pad_backfill_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,529,552,test_sparse_frame_fillna_limit,None,[self:Any],36,92
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,441,459,test_frame_fillna_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,529,552,test_sparse_frame_fillna_limit,None,[self:Any],50,93
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,469,489,test_sparse_series_fillna_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,529,552,test_sparse_frame_fillna_limit,None,[self:Any],18,78
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,489,508,test_sparse_series_pad_backfill_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,529,552,test_sparse_frame_fillna_limit,None,[self:Any],27,85
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,508,529,test_sparse_frame_pad_backfill_limit,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,529,552,test_sparse_frame_fillna_limit,None,[self:Any],85
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2155,2161,test_time,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2161,2167,test_date,None,[self:Any],37,85
/app/Repos/pandas/pandas/tests/test_strings.py,589,614,test_findall,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,614,676,test_pad,None,[self:Any],18,71
