/app/Repos/pandas/scripts/json_manip.py,176,239,denorm,None,[queries:Any;iterable_of_things:Any;default:Any],/app/Repos/pandas/scripts/json_manip.py,204,236,_denorm,None,[queries:Any;thing:Any],100
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2509,2517,test_basics_nanos,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2517,2581,test_unit,None,[self:Any],45,74
/app/Repos/pandas/pandas/tests/test_strings.py,635,660,test_findall,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,722,749,test_center,None,[self:Any],18,71
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,3141,3168,test_to_datetime_infer_datetime_format_inconsistent_format,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,3182,3198,test_to_datetime_infer_datetime_format_series_starting_with_nans,None,[self:Any],43,74
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,3168,3182,test_to_datetime_infer_datetime_format_series_with_nans,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,3182,3198,test_to_datetime_infer_datetime_format_series_starting_with_nans,None,[self:Any],45,88
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,3319,3331,test_2000,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,3343,3355,test_minute,None,[self:Any],37,78
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,3331,3343,test_hour,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,3343,3355,test_minute,None,[self:Any],37,78
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,3307,3319,test_1700,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,3343,3355,test_minute,None,[self:Any],20,71
/app/Repos/pandas/pandas/tests/test_strings.py,589,610,test_join,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,749,781,test_split,None,[self:Any],31,75
/app/Repos/pandas/pandas/tseries/offsets.py,554,567,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,578,587,apply,None,[self:Any;other:Any],21,92
/app/Repos/pandas/pandas/tests/test_strings.py,855,870,test_strip_lstrip_rstrip,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,896,913,test_strip_lstrip_rstrip_unicode,None,[self:Any],33,98
/app/Repos/pandas/pandas/tseries/offsets.py,350,381,_offset_str,None,[self:Any],/app/Repos/pandas/pandas/tseries/offsets.py,351,371,get_str,None,[td:Any],100
/app/Repos/pandas/pandas/io/sql.py,106,141,tquery,None,[sql:Any;con:Any;cur:Any;params:Any;flavor:Any],/app/Repos/pandas/pandas/io/sql.py,141,177,uquery,None,[sql:Any;con:Any;cur:Any;params:Any;engine:Any;flavor:Any],41,85
/app/Repos/pandas/pandas/tests/test_strings.py,332,369,test_replace,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,635,660,test_findall,None,[self:Any],20,70
/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,302,328,_nan_op_tests,None,[self:Any;sparse_op:Any;python_op:Any],/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,329,363,_check_case,None,[xloc:Any;xlen:Any;yloc:Any;ylen:Any;eloc:Any;elen:Any],58,91
/app/Repos/pandas/pandas/tseries/offsets.py,1206,1252,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1270,1278,_decrement,None,[date:Any],40,80
/app/Repos/pandas/pandas/tests/test_strings.py,403,430,test_deprecated_match,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,635,660,test_findall,None,[self:Any],25,76
/app/Repos/pandas/pandas/tseries/offsets.py,1223,1230,_decrement,None,[date:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1270,1278,_decrement,None,[date:Any],37,75
/app/Repos/pandas/pandas/tseries/offsets.py,1262,1299,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1270,1278,_decrement,None,[date:Any],100
/app/Repos/pandas/pandas/tseries/offsets.py,1263,1270,_increment,None,[date:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1270,1278,_decrement,None,[date:Any],73
/app/Repos/pandas/pandas/tseries/offsets.py,667,679,__init__,None,[self:Any;n:Any;**kwds:Any],/app/Repos/pandas/pandas/tseries/offsets.py,849,862,__init__,None,[self:Any;n:Any;**kwds:Any],56,86
/app/Repos/pandas/pandas/tseries/offsets.py,766,783,__init__,None,[self:Any;n:Any;**kwds:Any],/app/Repos/pandas/pandas/tseries/offsets.py,849,862,__init__,None,[self:Any;n:Any;**kwds:Any],78
/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,303,326,_check_case,None,[xloc:Any;xlen:Any;yloc:Any;ylen:Any;eloc:Any;elen:Any],/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,329,363,_check_case,None,[xloc:Any;xlen:Any;yloc:Any;ylen:Any;eloc:Any;elen:Any],63,98
/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,328,367,_op_tests,None,[self:Any;sparse_op:Any;python_op:Any],/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,329,363,_check_case,None,[xloc:Any;xlen:Any;yloc:Any;ylen:Any;eloc:Any;elen:Any],100
/app/Repos/pandas/pandas/tseries/offsets.py,1207,1223,_increment,None,[date:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1270,1278,_decrement,None,[date:Any],18,77
/app/Repos/pandas/pandas/computation/pytables.py,85,130,prune,None,[self:Any;klass:Any],/app/Repos/pandas/pandas/computation/pytables.py,87,117,pr,None,[left:Any;right:Any],100
/app/Repos/pandas/pandas/tseries/offsets.py,578,587,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1009,1039,apply,None,[self:Any;other:Any],13,81
/app/Repos/pandas/pandas/rpy/tests/test_common.py,60,95,test_convert_r_dataframe,None,[self:Any],/app/Repos/pandas/pandas/rpy/tests/test_common.py,95,129,test_convert_r_matrix,None,[self:Any],65,74
/app/Repos/pandas/pandas/tseries/offsets.py,625,644,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1009,1039,apply,None,[self:Any;other:Any],28,81
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,382,400,test_finder_monthly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,400,409,test_finder_monthly_long,None,[self:Any],50,78
/app/Repos/pandas/pandas/tseries/offsets.py,1206,1252,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1223,1230,_decrement,None,[date:Any],100
/app/Repos/pandas/pandas/tseries/tests/test_period.py,500,569,test_conv_annual,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,631,678,test_conv_monthly,None,[self:Any],17,73
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,364,382,test_finder_quarterly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,400,409,test_finder_monthly_long,None,[self:Any],41,73
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,504,528,test_secondary_y,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,528,552,test_secondary_y_ts,None,[self:Any],71
/app/Repos/pandas/pandas/tseries/offsets.py,1207,1223,_increment,None,[date:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1223,1230,_decrement,None,[date:Any],65,94
/app/Repos/pandas/pandas/tseries/offsets.py,1690,1703,__eq__,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1706,1717,__ne__,None,[self:Any;other:Any],82
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,709,744,test_time,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,744,767,test_time_musec,None,[self:Any],75
/app/Repos/pandas/pandas/tseries/offsets.py,179,193,__eq__,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1706,1717,__ne__,None,[self:Any;other:Any],37,72
/app/Repos/pandas/pandas/tseries/tests/test_period.py,569,631,test_conv_quarterly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,631,678,test_conv_monthly,None,[self:Any],17,74
/app/Repos/pandas/pandas/tseries/offsets.py,270,285,freqstr,None,[self:Any],/app/Repos/pandas/pandas/tseries/offsets.py,333,350,freqstr,None,[self:Any],91
/app/Repos/pandas/pandas/tests/test_strings.py,369,403,test_repeat,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,826,852,test_slice,None,[self:Any],18,74
/app/Repos/pandas/pandas/io/sql.py,57,79,_parse_date_columns,None,[data_frame:Any;parse_dates:Any],/app/Repos/pandas/pandas/io/sql.py,498,550,_harmonize_columns,None,[self:Any;parse_dates:Any],50,81
/app/Repos/pandas/pandas/tseries/offsets.py,578,587,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1382,1433,apply,None,[self:Any;other:Any],13,70
/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,210,236,test_intersect,None,[],/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,218,233,_check_case,None,[xloc:Any;xlen:Any;yloc:Any;ylen:Any;eloc:Any;elen:Any],100
/app/Repos/pandas/pandas/tests/test_msgpack/test_pack.py,87,100,testArraySize,None,[self:Any;sizes:Any],/app/Repos/pandas/pandas/tests/test_msgpack/test_pack.py,100,115,test_manualreset,None,[self:Any;sizes:Any],36,80
/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,187,210,test_lookup,None,[],/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,189,201,_check,None,[index:Any],100
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,253,262,test_business_freq,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,262,275,test_business_freq_convert,None,[self:Any],50,76
/app/Repos/pandas/pandas/tests/test_strings.py,471,576,test_extract,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,812,826,test_pipe_failures,None,[self:Any],10,72
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,346,364,test_finder_daily,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,382,400,test_finder_monthly,None,[self:Any],51,80
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,364,382,test_finder_quarterly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,382,400,test_finder_monthly,None,[self:Any],71
/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,282,295,test_to_block_index,None,[self:Any],/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,283,293,_check_case,None,[xloc:Any;xlen:Any;yloc:Any;ylen:Any;eloc:Any;elen:Any],100
/app/Repos/pandas/pandas/tseries/tests/test_period.py,299,330,test_end_time,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,330,338,test_anchor_week_end_time,None,[self:Any],30,81
/app/Repos/pandas/pandas/tests/test_strings.py,749,781,test_split,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,826,852,test_slice,None,[self:Any],25,70
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,290,336,test_axis_limits,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,294,322,_test,None,[ax:Any],100
/app/Repos/pandas/pandas/tseries/offsets.py,554,567,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,600,619,apply,None,[self:Any;other:Any],36,74
/app/Repos/pandas/pandas/tseries/offsets.py,578,587,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,600,619,apply,None,[self:Any;other:Any],21,88
/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,302,328,_nan_op_tests,None,[self:Any;sparse_op:Any;python_op:Any],/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,303,326,_check_case,None,[xloc:Any;xlen:Any;yloc:Any;ylen:Any;eloc:Any;elen:Any],100
/app/Repos/pandas/pandas/tseries/offsets.py,578,587,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,625,644,apply,None,[self:Any;other:Any],34,88
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,400,409,test_finder_monthly_long,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,433,443,test_finder_hourly,None,[self:Any],50,76
/app/Repos/pandas/pandas/tests/test_panel.py,1884,1910,test_update,None,[self:Any],/app/Repos/pandas/pandas/tests/test_panel4d.py,902,929,test_update,None,[self:Any],35,86
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,422,433,test_finder_minutely,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,433,443,test_finder_hourly,None,[self:Any],52,85
/app/Repos/pandas/pandas/tests/test_panel.py,1910,1936,test_update_from_dict,None,[self:Any],/app/Repos/pandas/pandas/tests/test_panel4d.py,902,929,test_update,None,[self:Any],35,83
/app/Repos/pandas/pandas/tests/test_strings.py,660,722,test_pad,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,826,852,test_slice,None,[self:Any],16,71
/app/Repos/pandas/pandas/tests/test_strings.py,722,749,test_center,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,826,852,test_slice,None,[self:Any],16,71
/app/Repos/pandas/pandas/tests/test_panel.py,1936,1962,test_update_nooverwrite,None,[self:Any],/app/Repos/pandas/pandas/tests/test_panel4d.py,902,929,test_update,None,[self:Any],25,83
/app/Repos/pandas/pandas/tseries/offsets.py,136,172,__repr__,None,[self:Any],/app/Repos/pandas/pandas/tseries/offsets.py,309,333,__repr__,None,[self:Any],72
/app/Repos/pandas/pandas/tseries/tests/test_period.py,631,678,test_conv_monthly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,787,834,test_conv_business,None,[self:Any],17,70
/app/Repos/pandas/pandas/io/sql.py,631,649,read_sql,None,[self:Any;sql:Any;index_col:Any;coerce_float:Any;parse_dates:Any;params:Any],/app/Repos/pandas/pandas/io/sql.py,856,873,read_sql,None,[self:Any;sql:Any;index_col:Any;coerce_float:Any;params:Any;parse_dates:Any],53,83
/app/Repos/pandas/pandas/tseries/tests/test_period.py,678,787,test_conv_weekly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,787,834,test_conv_business,None,[self:Any],19,75
/app/Repos/pandas/pandas/tseries/offsets.py,578,587,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1175,1201,apply,None,[self:Any;other:Any],13,74
/app/Repos/pandas/pandas/tests/test_panel.py,1962,1988,test_update_filtered,None,[self:Any],/app/Repos/pandas/pandas/tests/test_panel4d.py,902,929,test_update,None,[self:Any],35,86
/app/Repos/pandas/pandas/tests/test_panel.py,1988,2002,test_update_raise,None,[self:Any],/app/Repos/pandas/pandas/tests/test_panel4d.py,902,929,test_update,None,[self:Any],22,78
/app/Repos/pandas/pandas/tseries/tests/test_period.py,631,678,test_conv_monthly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,834,911,test_conv_daily,None,[self:Any],15,73
/app/Repos/pandas/pandas/tests/test_panel.py,1719,1739,test_rename,None,[self:Any],/app/Repos/pandas/pandas/tests/test_panel4d.py,1004,1024,test_rename,None,[self:Any],41,85
/app/Repos/pandas/pandas/tests/test_panel.py,1748,1762,test_group_agg,None,[self:Any],/app/Repos/pandas/pandas/tests/test_panel4d.py,1027,1041,test_group_agg,None,[self:Any],100
/app/Repos/pandas/pandas/tseries/tests/test_period.py,787,834,test_conv_business,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,834,911,test_conv_daily,None,[self:Any],19,75
/app/Repos/pandas/pandas/tseries/offsets.py,96,104,__init__,None,[self:Any;n:Any;**kwds:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1345,1367,__init__,None,[self:Any;n:Any;**kwds:Any],18,73
/app/Repos/pandas/pandas/tseries/offsets.py,1138,1169,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1175,1201,apply,None,[self:Any;other:Any],59,87
/app/Repos/pandas/pandas/tseries/offsets.py,849,862,__init__,None,[self:Any;n:Any;**kwds:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1345,1367,__init__,None,[self:Any;n:Any;**kwds:Any],34,75
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,617,627,test_mixed_freq_hf_first,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,685,696,test_from_weekly_resampling,None,[self:Any],50,86
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,674,685,test_to_weekly_resampling,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,685,696,test_from_weekly_resampling,None,[self:Any],75
/app/Repos/pandas/pandas/tests/test_msgpack/test_pack.py,32,44,testPackUnicode,None,[self:Any],/app/Repos/pandas/pandas/tests/test_msgpack/test_pack.py,44,55,testPackUTF32,None,[self:Any],24,78
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,641,666,test_mixed_freq_lf_first,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,685,696,test_from_weekly_resampling,None,[self:Any],61,88
/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,67,187,test_index_make_union,None,[],/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,68,82,_check_case,None,[xloc:Any;xlen:Any;yloc:Any;ylen:Any;eloc:Any;elen:Any],100
/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,238,244,test_equals,None,[self:Any],/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,277,282,test_equals,None,[self:Any],28,76
/app/Repos/pandas/pandas/tseries/tests/test_period.py,413,426,test_properties_minutely,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,426,441,test_properties_secondly,None,[self:Any],21,80
/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,370,379,make_nanoptestf,None,[op:Any],/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,379,387,make_optestf,None,[op:Any],23,84
/app/Repos/pandas/pandas/tseries/tests/test_period.py,400,413,test_properties_hourly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,426,441,test_properties_secondly,None,[self:Any],10,76
/app/Repos/pandas/pandas/computation/pytables.py,33,40,__new__,None,[cls:Any;name:Any;env:Any;side:Any;encoding:Any],/app/Repos/pandas/pandas/computation/ops.py,42,49,__new__,None,[cls:Any;name:Any;env:Any;side:Any;encoding:Any],83
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,400,409,test_finder_monthly_long,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,422,433,test_finder_minutely,None,[self:Any],50,76
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,504,528,test_secondary_y,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,563,571,test_secondary_bar,None,[self:Any],33,83
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,528,552,test_secondary_y_ts,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,563,571,test_secondary_bar,None,[self:Any],18,83
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,400,409,test_finder_monthly_long,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,409,422,test_finder_annual,None,[self:Any],41,73
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,552,563,test_secondary_kde,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,563,571,test_secondary_bar,None,[self:Any],62,93
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,617,627,test_mixed_freq_hf_first,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,641,666,test_mixed_freq_lf_first,None,[self:Any],76
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,504,528,test_secondary_y,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,552,563,test_secondary_kde,None,[self:Any],44,84
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,528,552,test_secondary_y_ts,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,552,563,test_secondary_kde,None,[self:Any],20,84
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,617,627,test_mixed_freq_hf_first,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,767,780,test_secondary_upsample,None,[self:Any],63,90
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,674,685,test_to_weekly_resampling,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,767,780,test_secondary_upsample,None,[self:Any],42,81
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,685,696,test_from_weekly_resampling,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,767,780,test_secondary_upsample,None,[self:Any],53,85
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,2121,2128,test_join_self,None,[self:Any],/app/Repos/pandas/pandas/tests/test_index.py,1219,1225,test_join_self,None,[self:Any],33,88
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,641,666,test_mixed_freq_lf_first,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,767,780,test_secondary_upsample,None,[self:Any],59,93
/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,277,282,test_equals,None,[self:Any],/app/Repos/pandas/pandas/tests/test_index.py,2157,2201,test_equals,None,[self:Any],14,77
/app/Repos/pandas/pandas/tseries/tests/test_period.py,787,834,test_conv_business,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,911,964,test_conv_hourly,None,[self:Any],18,70
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,77,89,test_nonnumeric_exclude,None,[self:Any],/app/Repos/pandas/pandas/tests/test_graphics.py,415,421,test_nonnumeric_exclude,None,[self:Any],65,100
/app/Repos/pandas/pandas/tests/test_strings.py,973,1005,test_more_contains,None,[self:Any],/app/Repos/pandas/pandas/tests/test_series.py,3086,3101,test_object_comparisons,None,[self:Any],26,84
/app/Repos/pandas/pandas/computation/pytables.py,407,432,visit_Attribute,None,[self:Any;node:Any;**kwargs:Any],/app/Repos/pandas/pandas/computation/expr.py,497,516,visit_Attribute,None,[self:Any;node:Any;**kwargs:Any],55,82
/app/Repos/pandas/pandas/tests/test_strings.py,635,660,test_findall,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,660,722,test_pad,None,[self:Any],18,71
/app/Repos/pandas/pandas/tseries/offsets.py,578,587,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1058,1075,apply,None,[self:Any;other:Any],13,85
/app/Repos/pandas/pandas/tests/test_strings.py,303,332,test_lower_upper,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,660,722,test_pad,None,[self:Any],15,73
/app/Repos/pandas/pandas/tseries/offsets.py,955,978,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1058,1075,apply,None,[self:Any;other:Any],55,91
/app/Repos/pandas/pandas/tseries/offsets.py,1009,1039,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1058,1075,apply,None,[self:Any;other:Any],26,76
/app/Repos/pandas/pandas/tseries/offsets.py,1206,1252,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1262,1299,apply,None,[self:Any;other:Any],67,90
/app/Repos/pandas/pandas/tseries/offsets.py,1223,1230,_decrement,None,[date:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1262,1299,apply,None,[self:Any;other:Any],37,77
/app/Repos/pandas/pandas/tests/test_panel.py,1884,1910,test_update,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,9982,9999,test_update,None,[self:Any],11,70
/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,302,328,_nan_op_tests,None,[self:Any;sparse_op:Any;python_op:Any],/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,328,367,_op_tests,None,[self:Any;sparse_op:Any;python_op:Any],64,97
/app/Repos/pandas/pandas/tseries/tests/test_timeseries.py,62,71,setUp,None,[self:Any],/app/Repos/pandas/pandas/stats/tests/common.py,96,135,createData2,None,[self:Any],41,72
/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,303,326,_check_case,None,[xloc:Any;xlen:Any;yloc:Any;ylen:Any;eloc:Any;elen:Any],/app/Repos/pandas/pandas/sparse/tests/test_libsparse.py,328,367,_op_tests,None,[self:Any;sparse_op:Any;python_op:Any],63,98
/app/Repos/pandas/pandas/tests/test_panel.py,1936,1962,test_update_nooverwrite,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,10012,10029,test_update_nooverwrite,None,[self:Any],13,75
/app/Repos/pandas/pandas/tests/test_panel.py,1962,1988,test_update_filtered,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,10029,10046,test_update_filtered,None,[self:Any],20,75
/app/Repos/pandas/pandas/tseries/tests/test_period.py,500,569,test_conv_annual,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,569,631,test_conv_quarterly,None,[self:Any],14,73
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,346,364,test_finder_daily,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,364,382,test_finder_quarterly,None,[self:Any],52,82
/app/Repos/pandas/pandas/tests/test_strings.py,660,722,test_pad,None,[self:Any],/app/Repos/pandas/pandas/tests/test_strings.py,870,896,test_strip_lstrip_rstrip_mixed,None,[self:Any],17,85
/app/Repos/pandas/pandas/tseries/tests/test_period.py,631,678,test_conv_monthly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,678,787,test_conv_weekly,None,[self:Any],16,76
/app/Repos/pandas/pandas/tseries/offsets.py,578,587,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,955,978,apply,None,[self:Any;other:Any],26,88
/app/Repos/pandas/pandas/tseries/offsets.py,600,619,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,955,978,apply,None,[self:Any;other:Any],60,88
/app/Repos/pandas/pandas/tseries/offsets.py,1206,1252,apply,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1207,1223,_increment,None,[date:Any],100
/app/Repos/pandas/pandas/tseries/offsets.py,179,193,__eq__,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/offsets.py,1690,1703,__eq__,None,[self:Any;other:Any],41,75
/app/Repos/pandas/pandas/tests/test_msgpack/test_pack.py,87,100,testArraySize,None,[self:Any;sizes:Any],/app/Repos/pandas/pandas/tests/test_msgpack/test_pack.py,115,130,testMapSize,None,[self:Any;sizes:Any],58,90
/app/Repos/pandas/pandas/tseries/tests/test_period.py,51,61,test_period_cons_quarterly,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_period.py,61,70,test_period_cons_annual,None,[self:Any],30,79
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,571,579,test_secondary_frame,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,579,587,test_secondary_bar_frame,None,[self:Any],80
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,617,627,test_mixed_freq_hf_first,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,674,685,test_to_weekly_resampling,None,[self:Any],67,90
/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,641,666,test_mixed_freq_lf_first,None,[self:Any],/app/Repos/pandas/pandas/tseries/tests/test_plotting.py,674,685,test_to_weekly_resampling,None,[self:Any],44,88
